"journey_id","bike_id","start_dt","end_dt","start_stand_id","end_stand_id","duration_amt"
1004042640,946,"2011-04-29 06:43:00","2011-04-29 06:51:00",10040,10193,8
1004042641,0,"2011-04-29 06:47:00","2011-04-29 06:58:00",10265,10349,11
1004042642,5313,"2011-04-29 06:52:00","2011-04-29 06:54:00",10208,10045,2
1004042671,3120,"2011-04-29 06:20:00","2011-04-29 06:42:00",10055,10233,22
1004042672,0,"2011-04-29 06:21:00","2011-04-29 07:04:00",10379,10379,43
1004042673,0,"2011-04-29 06:22:00","2011-04-29 06:38:00",10037,10303,16
1004042674,404,"2011-04-29 06:23:00","2011-04-29 06:32:00",10228,10082,9
1004042675,1663,"2011-04-29 06:23:00","2011-04-29 06:42:00",10023,10228,19
1004042676,0,"2011-04-29 06:29:00","2011-04-29 06:45:00",10319,10159,16
1004042677,5143,"2011-04-29 06:35:00","2011-04-29 06:37:00",10077,10057,2
1004042678,1022,"2011-04-29 06:38:00","2011-04-29 06:52:00",10046,10148,14
1004042679,0,"2011-04-29 06:46:00","2011-04-29 07:24:00",10155,10155,38
1004042687,2435,"2011-04-29 06:22:00","2011-04-29 06:31:00",10076,10044,9
1004042689,4057,"2011-04-29 06:37:00","2011-04-29 06:43:00",10169,10289,6
1004042690,104,"2011-04-29 06:42:00","2011-04-29 06:47:00",10272,10139,5
1004042691,480,"2011-04-29 06:46:00","2011-04-29 07:07:00",10343,10260,21
1004042692,3771,"2011-04-29 06:47:00","2011-04-29 06:56:00",10132,10071,9
1004042693,841,"2011-04-29 06:48:00","2011-04-29 07:11:00",10146,10190,23
1004042694,5931,"2011-04-29 06:53:00","2011-04-29 07:09:00",10379,10225,16
1004042703,5474,"2011-04-29 06:18:00","2011-04-29 06:41:00",10236,10159,23
1004042704,2741,"2011-04-29 06:18:00","2011-04-29 06:29:00",10298,10071,11
1004042705,69,"2011-04-29 06:36:00","2011-04-29 07:37:00",10223,10124,61
1004042706,4972,"2011-04-29 06:46:00","2011-04-29 07:01:00",10410,10320,15
1004042707,6201,"2011-04-29 06:51:00","2011-04-29 06:58:00",10340,10195,7
1004042708,2585,"2011-04-29 06:54:00","2011-04-29 07:09:00",10330,10129,15
1004042709,2876,"2011-04-29 07:03:00","2011-04-29 07:09:00",10107,10140,6
1004042710,4350,"2011-04-29 07:09:00","2011-04-29 07:21:00",10197,10298,12
1004042711,3455,"2011-04-29 07:08:00","2011-04-29 07:16:00",10093,10041,8
1004042712,5693,"2011-04-29 07:11:00","2011-04-29 07:20:00",10084,10018,9
1004042722,3548,"2011-04-29 06:15:00","2011-04-29 06:21:00",10217,10071,6
1004042723,974,"2011-04-29 06:15:00","2011-04-29 06:35:00",10213,10187,20
1004042724,5088,"2011-04-29 06:17:00","2011-04-29 06:24:00",10135,10031,7
1004042725,3095,"2011-04-29 06:27:00","2011-04-29 07:15:00",10397,10397,48
1004042726,2032,"2011-04-29 06:32:00","2011-04-29 07:04:00",10264,10228,32
1004042727,5160,"2011-04-29 06:37:00","2011-04-29 06:50:00",10133,10153,13
1004042728,3601,"2011-04-29 06:44:00","2011-04-29 07:30:00",10036,10036,46
1004042729,0,"2011-04-29 06:50:00","2011-04-29 07:06:00",10233,10166,16
1004042730,5899,"2011-04-29 06:50:00","2011-04-29 06:59:00",10394,40406,9
1004042731,0,"2011-04-29 06:52:00","2011-04-29 07:34:00",10189,40374,42
1004042732,5998,"2011-04-29 07:00:00","2011-04-29 07:28:00",10134,40374,28
1004042733,0,"2011-04-29 07:05:00","2011-04-29 07:25:00",10253,10057,20
1004042739,6126,"2011-04-29 06:03:00","2011-04-29 06:08:00",10408,10043,5
1004042740,1894,"2011-04-29 06:04:00","2011-04-29 06:33:00",10148,10161,29
1004042741,4310,"2011-04-29 06:07:00","2011-04-29 06:32:00",10075,10064,25
1004042742,5424,"2011-04-29 06:08:00","2011-04-29 06:14:00",10294,10360,6
1004042743,0,"2011-04-29 06:10:00","2011-04-29 06:24:00",10157,10213,14
1004042744,5111,"2011-04-29 06:13:00","2011-04-29 06:33:00",10144,40250,20
1004042745,378,"2011-04-29 06:15:00","2011-04-29 06:21:00",10278,10237,6
1004042746,4042,"2011-04-29 06:18:00","2011-04-29 06:30:00",10246,10064,12
1004042747,0,"2011-04-29 06:34:00","2011-04-29 06:42:00",10262,10252,8
1004042748,3270,"2011-04-29 06:32:00","2011-04-29 07:01:00",10036,10350,29
1004042749,462,"2011-04-29 06:33:00","2011-04-29 07:05:00",10014,10187,32
1004042750,0,"2011-04-29 06:36:00","2011-04-29 07:43:00",10282,10347,67
1004042751,0,"2011-04-29 06:37:00","2011-04-29 06:53:00",10392,10187,16
1004042752,1350,"2011-04-29 06:43:00","2011-04-29 06:48:00",10333,10392,5
1004042753,0,"2011-04-29 06:44:00","2011-04-29 07:45:00",10282,10347,61
1004042760,5826,"2011-04-29 06:20:00","2011-04-29 06:38:00",10202,10252,18
1004042761,0,"2011-04-29 06:21:00","2011-04-29 10:04:00",10211,10099,223
1004042763,0,"2011-04-29 06:33:00","2011-04-29 06:50:00",10234,10388,17
1004042764,0,"2011-04-29 06:33:00","2011-04-29 06:50:00",10234,10388,17
1004042765,0,"2011-04-29 06:34:00","2011-04-29 06:44:00",10193,10338,10
1004042766,0,"2011-04-29 06:37:00","2011-04-29 06:53:00",10392,10187,16
1004042767,3683,"2011-04-29 06:39:00","2011-04-29 06:43:00",10091,10272,4
1004042768,6190,"2011-04-29 06:46:00","2011-04-29 06:53:00",10303,40406,7
1004042769,372,"2011-04-29 06:48:00","2011-04-29 06:59:00",10339,10065,11
1004042770,3683,"2011-04-29 06:48:00","2011-04-29 07:00:00",10272,10101,12
1004042771,4584,"2011-04-29 06:50:00","2011-04-29 06:55:00",10087,10237,5
1004042772,3659,"2011-04-29 06:54:00","2011-04-29 06:59:00",10265,10099,5
1004042773,0,"2011-04-29 06:56:00","2011-04-29 07:23:00",10074,10111,27
1004042774,3320,"2011-04-29 06:56:00","2011-04-29 07:06:00",10315,10329,10
1004042775,5777,"2011-04-29 07:01:00","2011-04-29 07:19:00",10217,10195,18
1004042794,0,"2011-04-29 06:09:00","2011-04-29 06:17:00",10201,10382,8
1004042795,0,"2011-04-29 06:11:00","2011-04-29 06:21:00",10269,40334,10
1004042796,0,"2011-04-29 06:15:00","2011-04-29 06:24:00",10019,10233,9
1004042797,0,"2011-04-29 06:22:00","2011-04-29 07:16:00",10168,10213,54
1004042798,3989,"2011-04-29 06:18:00","2011-04-29 06:28:00",10360,10244,10
1004042799,3438,"2011-04-29 06:22:00","2011-04-29 06:38:00",10265,10248,16
1004042800,508,"2011-04-29 06:31:00","2011-04-29 06:36:00",10188,10210,5
1004042801,0,"2011-04-29 06:34:00","2011-04-29 07:43:00",10282,10347,69
1004042802,0,"2011-04-29 06:34:00","2011-04-29 06:44:00",10113,10303,10
1004042803,0,"2011-04-29 06:35:00","2011-04-29 06:52:00",10267,10324,17
1004042804,3325,"2011-04-29 06:41:00","2011-04-29 06:56:00",10114,10285,15
1004042805,0,"2011-04-29 06:45:00","2011-04-29 07:34:00",10148,10148,49
1004042806,0,"2011-04-29 06:45:00","2011-04-29 06:57:00",10014,10226,12
1004042807,0,"2011-04-29 06:48:00","2011-04-29 07:05:00",10233,10166,17
1004042808,2448,"2011-04-29 07:02:00","2011-04-29 07:41:00",10097,10097,39
1004042809,0,"2011-04-29 07:07:00","2011-04-29 07:25:00",10110,10064,18
1004042810,3479,"2011-04-29 07:08:00","2011-04-29 07:19:00",10399,10331,11
1004042811,0,"2011-04-29 07:16:00","2011-04-29 07:30:00",10262,10082,14
1004042812,1107,"2011-04-29 07:08:00","2011-04-29 07:20:00",10211,10106,12
1004042813,0,"2011-04-29 07:10:00","2011-04-29 08:54:00",10397,10222,104
1004042814,0,"2011-04-29 07:11:00","2011-04-29 08:19:00",10148,10222,68
1004042815,2761,"2011-04-29 07:11:00","2011-04-29 07:18:00",10230,10147,7
1004042825,0,"2011-04-29 06:33:00","2011-04-29 06:35:00",10091,10284,2
1004042826,0,"2011-04-29 06:34:00","2011-04-29 07:03:00",10096,10099,29
1004042827,337,"2011-04-29 06:36:00","2011-04-29 06:50:00",10225,10304,14
1004042828,0,"2011-04-29 06:38:00","2011-04-29 07:00:00",10397,10109,22
1004042829,4587,"2011-04-29 06:43:00","2011-04-29 06:48:00",10167,10403,5
1004042830,5136,"2011-04-29 06:45:00","2011-04-29 07:00:00",10094,10064,15
1004042831,0,"2011-04-29 06:45:00","2011-04-29 07:13:00",10083,10044,28
1004042832,0,"2011-04-29 06:46:00","2011-04-29 07:34:00",10189,40374,48
1004042833,0,"2011-04-29 06:48:00","2011-04-29 06:54:00",10131,10279,6
1004042834,4590,"2011-04-29 06:50:00","2011-04-29 07:01:00",10218,10185,11
1004042835,443,"2011-04-29 06:51:00","2011-04-29 06:58:00",10397,10121,7
1004042836,2700,"2011-04-29 06:51:00","2011-04-29 06:59:00",10394,40406,8
1004042865,2589,"2011-04-29 06:03:00","2011-04-29 06:11:00",10185,10108,8
1004042866,2344,"2011-04-29 06:06:00","2011-04-29 06:13:00",10268,10074,7
1004042867,0,"2011-04-29 06:14:00","2011-04-29 06:32:00",10011,10213,18
1004042868,0,"2011-04-29 06:17:00","2011-04-29 06:38:00",10267,10226,21
1004042869,2116,"2011-04-29 06:17:00","2011-04-29 06:36:00",10047,10111,19
1004042882,1741,"2011-04-29 06:21:00","2011-04-29 06:35:00",10123,10226,14
1004042883,1961,"2011-04-29 06:21:00","2011-04-29 06:50:00",10322,10114,29
1004042884,361,"2011-04-29 06:32:00","2011-04-29 07:04:00",10264,10228,32
1004042885,5207,"2011-04-29 06:40:00","2011-04-29 06:49:00",10110,10110,9
1004042886,4776,"2011-04-29 06:46:00","2011-04-29 06:52:00",10277,10392,6
1004042887,1035,"2011-04-29 06:47:00","2011-04-29 06:54:00",10097,10097,7
1004042888,5097,"2011-04-29 06:50:00","2011-04-29 06:57:00",10062,10387,7
1004042890,394,"2011-04-29 06:01:00","2011-04-29 06:08:00",10253,10175,7
1004042891,4564,"2011-04-29 06:09:00","2011-04-29 06:24:00",10061,10256,15
1004042892,5662,"2011-04-29 06:14:00","2011-04-29 06:24:00",10332,10218,10
1004042893,6140,"2011-04-29 06:33:00","2011-04-29 06:55:00",10016,10278,22
1004042894,3186,"2011-04-29 06:45:00","2011-04-29 06:51:00",10150,10150,6
1004042895,373,"2011-04-29 06:45:00","2011-04-29 06:51:00",10030,10071,6
1004042896,4562,"2011-04-29 07:00:00","2011-04-29 07:06:00",10170,10068,6
1004042904,4529,"2011-04-29 06:03:00","2011-04-29 07:48:00",10219,10219,105
1004042905,5399,"2011-04-29 06:10:00","2011-04-29 06:21:00",10269,40334,11
1004042906,5552,"2011-04-29 06:14:00","2011-04-29 06:27:00",10128,10164,13
1004042907,3718,"2011-04-29 06:30:00","2011-04-29 06:39:00",10321,10055,9
1004042908,4659,"2011-04-29 06:30:00","2011-04-29 06:41:00",10095,40374,11
1004042909,4346,"2011-04-29 06:31:00","2011-04-29 06:48:00",10166,10091,17
1004042910,1957,"2011-04-29 06:34:00","2011-04-29 06:48:00",10056,10211,14
1004042911,2349,"2011-04-29 06:42:00","2011-04-29 06:46:00",10270,10387,4
1004042912,4602,"2011-04-29 06:45:00","2011-04-29 07:01:00",10239,10330,16
1004042913,131,"2011-04-29 06:45:00","2011-04-29 07:00:00",10094,10064,15
1004042915,441,"2011-04-29 06:56:00","2011-04-29 07:10:00",10242,10372,14
1004042916,4268,"2011-04-29 07:06:00","2011-04-29 07:25:00",10297,10058,19
1004042917,928,"2011-04-29 06:59:00","2011-04-29 07:28:00",10134,40374,29
1004042918,4968,"2011-04-29 06:17:00","2011-04-29 06:29:00",10246,10064,12
1004042919,0,"2011-04-29 06:19:00","2011-04-29 06:29:00",10264,10018,10
1004042920,5004,"2011-04-29 06:25:00","2011-04-29 06:30:00",10399,10041,5
1004042921,0,"2011-04-29 06:42:00","2011-04-29 06:59:00",10300,10300,17
1004042922,0,"2011-04-29 06:43:00","2011-04-29 07:03:00",10074,10359,20
1004042923,3712,"2011-04-29 06:44:00","2011-04-29 06:53:00",10219,10150,9
1004042924,0,"2011-04-29 06:53:00","2011-04-29 06:58:00",10110,10114,5
1004042925,4461,"2011-04-29 06:57:00","2011-04-29 07:18:00",10394,10403,21
1004042926,1054,"2011-04-29 06:59:00","2011-04-29 07:11:00",10427,10083,12
1004042927,4380,"2011-04-29 07:00:00","2011-04-29 07:02:00",10284,10272,2
1004042934,1510,"2011-04-29 06:14:00","2011-04-29 06:19:00",10096,10251,5
1004042935,0,"2011-04-29 06:21:00","2011-04-29 07:21:00",10048,10048,60
1004042936,5926,"2011-04-29 06:19:00","2011-04-29 06:36:00",10269,40374,17
1004042937,0,"2011-04-29 06:24:00","2011-04-29 07:14:00",10189,10164,50
1004042938,5325,"2011-04-29 06:36:00","2011-04-29 07:32:00",10137,10241,56
1004042939,3078,"2011-04-29 06:36:00","2011-04-29 06:51:00",10269,10338,15
1004042940,844,"2011-04-29 06:38:00","2011-04-29 06:48:00",10074,10091,10
1004042941,3285,"2011-04-29 06:40:00","2011-04-29 06:50:00",10329,10180,10
1004042942,4951,"2011-04-29 06:48:00","2011-04-29 06:53:00",10378,10360,5
1004042943,536,"2011-04-29 06:49:00","2011-04-29 06:53:00",10153,10265,4
1004042944,3016,"2011-04-29 06:51:00","2011-04-29 07:02:00",10367,10015,11
1004042951,3518,"2011-04-29 06:03:00","2011-04-29 06:13:00",10264,10068,10
1004042952,0,"2011-04-29 06:19:00","2011-04-29 06:34:00",10344,10318,15
1004042953,0,"2011-04-29 06:22:00","2011-04-29 07:40:00",10189,10110,78
1004042954,5814,"2011-04-29 06:26:00","2011-04-29 06:32:00",10308,10194,6
1004042955,3624,"2011-04-29 06:27:00","2011-04-29 06:39:00",10053,10343,12
1004042956,17,"2011-04-29 06:35:00","2011-04-29 06:42:00",10092,40374,7
1004042957,0,"2011-04-29 06:36:00","2011-04-29 07:47:00",10282,10272,71
1004042958,0,"2011-04-29 06:37:00","2011-04-29 07:47:00",10282,10272,70
1004042959,4277,"2011-04-29 06:40:00","2011-04-29 06:43:00",10239,10081,3
1004042961,5152,"2011-04-29 06:53:00","2011-04-29 07:02:00",10196,10217,9
1004042962,0,"2011-04-29 06:54:00","2011-04-29 07:23:00",10074,10111,29
1004042963,5730,"2011-04-29 06:57:00","2011-04-29 07:08:00",10047,10279,11
1004042977,0,"2011-04-29 06:23:00","2011-04-29 07:16:00",10168,10213,53
1004042978,261,"2011-04-29 06:25:00","2011-04-29 06:56:00",10233,10266,31
1004042979,0,"2011-04-29 06:36:00","2011-04-29 06:50:00",10187,10303,14
1004042980,0,"2011-04-29 06:42:00","2011-04-29 07:00:00",10192,40334,18
1004042981,0,"2011-04-29 06:43:00","2011-04-29 06:58:00",10270,10427,15
1004042982,4722,"2011-04-29 06:52:00","2011-04-29 07:19:00",10315,10068,27
1004042983,0,"2011-04-29 06:57:00","2011-04-29 07:17:00",10351,10240,20
1004042984,0,"2011-04-29 07:13:00","2011-04-29 07:36:00",10128,10222,23
1004042985,0,"2011-04-29 07:13:00","2011-04-29 07:36:00",10128,10222,23
1004042986,0,"2011-04-29 07:17:00","2011-04-29 07:33:00",10136,10102,16
1004042987,0,"2011-04-29 07:25:00","2011-04-29 07:43:00",10243,10207,18
1004042988,0,"2011-04-29 07:27:00","2011-04-29 07:46:00",10243,10207,19
1004042989,0,"2011-04-29 07:38:00","2011-04-29 07:52:00",10244,10181,14
1004042990,0,"2011-04-29 06:59:00","2011-04-29 07:20:00",10291,10285,21
1004042991,0,"2011-04-29 06:54:00","2011-04-29 06:56:00",10291,10291,2
1004042992,1576,"2011-04-29 06:57:00","2011-04-29 07:03:00",10022,10147,6
1004042993,456,"2011-04-29 06:57:00","2011-04-29 07:14:00",10039,10251,17
1004042994,0,"2011-04-29 07:03:00","2011-04-29 07:59:00",10213,10285,56
1004042995,0,"2011-04-29 07:03:00","2011-04-29 07:16:00",10219,10151,13
1004042996,0,"2011-04-29 07:08:00","2011-04-29 07:24:00",10164,10163,16
1004042997,0,"2011-04-29 07:16:00","2011-04-29 07:26:00",10047,10153,10
1004042998,1920,"2011-04-29 07:17:00","2011-04-29 07:35:00",10254,10325,18
1004042999,3829,"2011-04-29 07:20:00","2011-04-29 09:28:00",10093,10234,128
1004043000,250,"2011-04-29 07:40:00","2011-04-29 08:26:00",10396,10367,46
1004043001,0,"2011-04-29 07:41:00","2011-04-29 07:53:00",10180,10208,12
1004043002,0,"2011-04-29 07:41:00","2011-04-29 08:37:00",10031,10211,56
1004043003,897,"2011-04-29 07:41:00","2011-04-29 08:03:00",10077,10335,22
1004043004,0,"2011-04-29 07:42:00","2011-04-29 07:50:00",10153,10350,8
1004043006,4292,"2011-04-29 07:44:00","2011-04-29 08:34:00",10165,10165,50
1004043007,3757,"2011-04-29 07:46:00","2011-04-29 07:51:00",10119,10127,5
1004043008,4937,"2011-04-29 06:57:00","2011-04-29 07:09:00",10093,10251,12
1004043009,0,"2011-04-29 07:13:00","2011-04-29 07:23:00",10254,10066,10
1004043010,0,"2011-04-29 07:16:00","2011-04-29 08:18:00",10148,10222,62
1004043011,1215,"2011-04-29 07:24:00","2011-04-29 07:36:00",10404,10213,12
1004043012,2329,"2011-04-29 07:26:00","2011-04-29 07:37:00",10360,10276,11
1004043013,0,"2011-04-29 07:30:00","2011-04-29 07:54:00",10151,10213,24
1004043014,0,"2011-04-29 07:32:00","2011-04-29 07:54:00",10155,10167,22
1004043015,3242,"2011-04-29 07:32:00","2011-04-29 07:51:00",10148,10261,19
1004043016,0,"2011-04-29 07:32:00","2011-04-29 07:49:00",10011,10283,17
1004043017,3155,"2011-04-29 07:35:00","2011-04-29 07:54:00",10293,10395,19
1004043018,0,"2011-04-29 06:54:00","2011-04-29 07:34:00",10189,40374,40
1004043019,0,"2011-04-29 06:54:00","2011-04-29 07:34:00",10189,40374,40
1004043020,2086,"2011-04-29 06:56:00","2011-04-29 07:03:00",10320,10074,7
1004043021,3747,"2011-04-29 06:57:00","2011-04-29 07:08:00",10122,10427,11
1004043022,2518,"2011-04-29 07:00:00","2011-04-29 07:11:00",10258,10213,11
1004043023,479,"2011-04-29 07:07:00","2011-04-29 07:28:00",10131,10167,21
1004043024,3631,"2011-04-29 07:14:00","2011-04-29 07:27:00",10080,10387,13
1004043026,2428,"2011-04-29 07:18:00","2011-04-29 07:21:00",10360,10284,3
1004043027,5278,"2011-04-29 07:21:00","2011-04-29 07:59:00",10046,10289,38
1004043028,777,"2011-04-29 07:29:00","2011-04-29 07:38:00",10108,10320,9
1004043029,100,"2011-04-29 06:53:00","2011-04-29 07:06:00",10292,10192,13
1004043030,4350,"2011-04-29 06:59:00","2011-04-29 07:03:00",10080,10197,4
1004043031,2648,"2011-04-29 07:02:00","2011-04-29 07:22:00",10362,40406,20
1004043032,4098,"2011-04-29 07:09:00","2011-04-29 07:25:00",10187,40406,16
1004043033,2685,"2011-04-29 07:12:00","2011-04-29 07:25:00",10326,10101,13
1004043034,5013,"2011-04-29 07:13:00","2011-04-29 07:26:00",10320,10177,13
1004043035,2237,"2011-04-29 07:14:00","2011-04-29 07:35:00",10042,10083,21
1004043036,2602,"2011-04-29 07:14:00","2011-04-29 07:23:00",10427,10272,9
1004043037,1758,"2011-04-29 07:23:00","2011-04-29 07:29:00",10387,10108,6
1004043038,455,"2011-04-29 07:33:00","2011-04-29 07:40:00",10332,10392,7
1004043039,2929,"2011-04-29 07:34:00","2011-04-29 07:38:00",10144,10270,4
1004043040,3161,"2011-04-29 07:52:00","2011-04-29 08:11:00",10181,10049,19
1004043041,924,"2011-04-29 07:59:00","2011-04-29 08:13:00",10074,10360,14
1004043042,3700,"2011-04-29 07:34:00","2011-04-29 07:49:00",10225,10348,15
1004043043,4066,"2011-04-29 07:37:00","2011-04-29 07:49:00",10353,10149,12
1004043045,4303,"2011-04-29 07:42:00","2011-04-29 07:49:00",10074,10177,7
1004043046,5334,"2011-04-29 07:44:00","2011-04-29 07:55:00",10202,10317,11
